question,intent,clean_question,label
Can you show the top states?,top_states,can you show the top states,27
Find the customer count,customer_count,find the customer count,8
Generate the inventory summary.,inventory_summary,generate the inventory summary,12
Please compare regional profit.,region_profit,please compare regional profit,19
Find sales trend.,sales_growth,find sales trend,23
I want the business growth.,sales_growth,i want the business growth,23
Could you give the stock summary?,inventory_summary,could you give the stock summary,12
Plot executive summary.,dashboard_summary,plot executive summary,9
Analyze the monthly business sales.,monthly_sales,analyze the monthly business sales,15
Compare monthly business sales.,monthly_sales,compare monthly business sales,15
What is the shipping performance?,shipping_analysis,what is the shipping performance,24
View all average earnings,average_profit,view all average earnings,0
Could you find the discount offered?,discount_analysis,could you find the discount offered,10
Please view average sales amount.,average_sales,please view average sales amount,1
Create a report for total quantity.,quantity_analysis,create a report for total quantity,18
Display complete total customers.,customer_count,display complete total customers,8
Provide detailed category sales.,sales_by_category,provide detailed category sales,20
Show all least valuable customers,bottom_customers,show all least valuable customers,4
Display latest profit by category.,category_profit,display latest profit by category,7
Explain the top 10 customers.,top_customers,explain the top 10 customers,26
Provide total earnings.,total_profit,provide total earnings,28
Provide annual sales,yearly_sales,provide annual sales,32
I need premium customers.,top_customers,i need premium customers,26
Display the profit trend.,profit_growth,display the profit trend,17
Find the worst products.,bottom_products,find the worst products,5
Display the highest sales states,top_states,display the highest sales states,27
Give complete sales across categories,sales_by_category,give complete sales across categories,20
Can you show delivery performance?,shipping_analysis,can you show delivery performance,24
Analyze the regional profit,region_profit,analyze the regional profit,19
Present the discount analysis.,discount_analysis,present the discount analysis,10
Display all lowest earning product,lowest_profit_product,display all lowest earning product,13
Can you give inventory summary?,inventory_summary,can you give inventory summary,12
Find overall bottom products,bottom_products,find overall bottom products,5
Display complete average revenue,average_sales,display complete average revenue,1
Summarize worst region.,worst_region,summarize worst region,30
Find least profitable product,lowest_profit_product,find least profitable product,13
Generate profit by category.,category_profit,generate profit by category,7
Analyze performance of ship mode analysis.,shipping_analysis,analyze performance of ship mode analysis,24
Show the worst performing states,bottom_states,show the worst performing states,6
Please list highest sales cities.,top_cities,please list highest sales cities,25
Compute overall total earnings,total_profit,compute overall total earnings,28
Could you reveal the category sales?,sales_by_category,could you reveal the category sales,20
Give complete worst region.,worst_region,give complete worst region,30
Can you provide the inventory report?,inventory_summary,can you provide the inventory report,12
