question,intent
Can I see the subcategory performance?,sales_by_subcategory
Compute complete total profit,total_profit
Analyze the subcategory wise sales.,sales_by_subcategory
Can you reveal the sales by month?,monthly_sales
Can you display overall profit?,total_profit
Show me sales trend.,sales_growth
Identify overall least profitable region,worst_region
Compare complete sales for each category,sales_by_category
Provide complete category profit,category_profit
Find all average turnover,average_sales
Show latest worst performing cities.,bottom_cities
Provide detailed average turnover.,average_sales
Could you reveal the least valuable customers?,bottom_customers
Could you display the top region?,best_region
Please display the sales average.,average_sales
Plot stock overview.,inventory_summary
Kindly find the average net profit.,average_profit
Give profit average,average_profit
Reveal overall customers.,customer_count
Display profit by category,category_profit
Compare top selling cities.,top_cities
Give detailed inventory report.,inventory_summary
Plot total earnings.,total_profit
Plot registered customers.,customer_count
Analyze overall sales across subcategories,sales_by_subcategory
Summarize total quantity.,quantity_analysis
Please calculate the sales by category.,sales_by_category
Could you analyze the sales by year?,yearly_sales
Analyze performance of delivery performance.,shipping_analysis
Give the company profit,total_profit
Kindly reveal the sales by year.,yearly_sales
I want the annual profit.,yearly_profit
Can you list the lowest sales cities?,bottom_cities
Generate the profit increase.,profit_growth
Show complete inactive customers.,bottom_customers
Find complete sales for each category,sales_by_category
Provide the grand total sales.,total_sales
Could you calculate the total revenue?,total_sales
Can you compare region profit performance?,region_profit
Could you find the overall orders?,order_count
Give sales across categories,sales_by_category
Find the top selling states.,top_states
Can you calculate average gross profit?,average_profit
Analyze the highest sales cities.,top_cities
Provide all best sales region,best_region
Could you display the delivery performance?,shipping_analysis
How much is the most profitable region?,best_region
View growth in sales.,sales_growth
Generate the segment performance.,sales_by_segment
Display month wise profit,monthly_profit
Tell me highest profit product.,highest_profit_product
How much is subcategory sales?,sales_by_subcategory
Find the best cities.,top_cities
Display complete least profitable product,lowest_profit_product
Analyze overall sales quantity,quantity_analysis
Tell me the year wise profit.,yearly_profit
Show complete total customer orders,order_count
I'd like to know average net profit.,average_profit
Analyze top 10 customers.,top_customers
I'd like to know the best customers.,top_customers
How much is the average discount?,discount_analysis
Kindly reveal the monthly profit.,monthly_profit
Please list least profitable states.,bottom_states
Provide all worst products,bottom_products
Give all stock summary,inventory_summary
Give least valuable customers,bottom_customers
Generate the stock overview,inventory_summary
Compute complete average income,average_sales
Find company profit.,total_profit
Provide the average sales.,average_sales
Can you calculate sales average?,average_sales
Compare overall segment performance,sales_by_segment
Reveal complete lowest sales states,bottom_states
Display all average business sales,average_sales
I need discount analysis.,discount_analysis
I want the overall profit.,total_profit
I'd like to know highest sales cities.,top_cities
Reveal complete business profit,total_profit
Compute business profit,total_profit
Analyze performance of top selling cities.,top_cities
Can you display the average business sales?,average_sales
Can I see the top selling cities?,top_cities
Show me lowest selling products.,bottom_products
View business sales.,total_sales
Show latest month wise profit.,monthly_profit
Reveal the business profit.,total_profit
Could you display the highest profit product?,highest_profit_product
Display inactive customers.,bottom_customers
Present total quantity.,quantity_analysis
Visualize profit increase.,profit_growth
Can you display the city performance?,top_cities
I'd like to know most profitable region.,best_region
Present the shipping mode.,shipping_analysis
Display complete sales quantity,quantity_analysis
How much is the discount offered?,discount_analysis
Reveal net profit,total_profit
Generate category performance.,sales_by_category
Reveal category profit,category_profit
Can you display the category profit?,category_profit
Show latest monthly revenue.,monthly_sales
View the overall dashboard.,dashboard_summary
Display the category profit performance,category_profit
Explain the highest spending customers.,top_customers
Reveal average net profit,average_profit
I'd like to know the discount offered.,discount_analysis
Can you find the best cities?,top_cities
Please display the inactive customers.,bottom_customers
Kindly display the overall sales.,total_sales
Could you find the registered customers?,customer_count
Display latest sales quantity.,quantity_analysis
Can you calculate registered customers?,customer_count
